LL List Numbers,LL List Words,Short Long List Numbers,Short Long Words,SS List Numbers,SS List Words,12-Bit List Numbers,12-Bit List Word,11-Bit List Number,11-Bit List Word,Reinhold Index Number,Reinhold Index Word
12442,atlantic,2442,effects,2442,drown,#157,Fif,343,Fif,12442,argus
12443,atlas,2443,eggnog,2443,drum,#158,Fig,344,Fig,12443,arhat
12444,atom,2444,egomaniac,2444,dry,#159,Fih,345,Fih,12444,arid
12445,atonable,2445,ejection,2445,duck,#15A,Fij,346,Fij,12445,aries
12446,atop,2446,elastic,2446,duct,#15B,Fik,347,Fik,12446,arise
12451,atrium,2451,elbow,2451,dude,#15C,Fil,348,Fil,12451,ark
12452,atrocious,2452,elderly,2452,dug,#15D,Fim,349,Fim,12452,arlen
12453,atrophy,2453,elephant,2453,duke,#15E,Fin,350,Fin,12453,arlene
12454,attach,2454,elfishly,2454,duo,#15F,Fip,351,Fip,12454,arm
12455,attain,2455,eliminator,2455,dusk,#160,Fiq,352,Fiq,12455,armco
12456,attempt,2456,elk,2456,dust,#161,Fir,353,Fir,12456,army
12461,attendant,2461,elliptical,2461,duty,#162,Fis,354,Fis,12461,arnold
12462,attendee,2462,elongated,2462,dwarf,#163,Fit,355,Fit,12462,aroma
12463,attention,2463,elsewhere,2463,dwell,#164,Fiv,356,Fiv,12463,arose
12464,attentive,2464,elusive,2464,eagle,#165,Fiw,357,Fiw,12464,arpa
12465,attest,2465,elves,2465,early,#166,Fix,358,Fix,12465,array
12466,attic,2466,emancipate,2466,earth,#167,Fiy,359,Fiy,12466,arrear
12511,attire,2511,embroidery,2511,easel,#168,Fob,360,Fob,12511,arrow
12512,attitude,2512,emcee,2512,east,#169,Foc,361,Foc,12512,arson
12513,attractor,2513,emerald,2513,eaten,#16A,Fod,362,Fod,12513,art
12514,attribute,2514,emission,2514,eats,#16B,Fof,363,Fof,12514,artery
12515,atypical,2515,emoticon,2515,ebay,#16C,Fog,364,Fog,12515,arthur
12516,auction,2516,emperor,2516,ebony,#16D,Foh,365,Foh,12516,artie
12521,audacious,2521,emulate,2521,ebook,#16E,Foj,366,Foj,12521,arty
12522,audacity,2522,enactment,2522,echo,#16F,Fok,367,Fok,12522,aruba
12523,audible,2523,enchilada,2523,edge,#170,Fol,368,Fol,12523,arum
12524,audibly,2524,endorphin,2524,eel,#171,Fom,369,Fom,12524,aryl
12525,audience,2525,energy,2525,eject,#172,Fon,370,Fon,12525,as
12526,audio,2526,enforcer,2526,elbow,#173,Fop,371,Fop,12526,ascend
12531,audition,2531,engine,2531,elder,#174,Foq,372,Foq,12531,ash
12532,augmented,2532,enhance,2532,elf,#175,For,373,For,12532,ashen
12533,august,2533,enigmatic,2533,elk,#176,Fos,374,Fos,12533,asher
12534,authentic,2534,enjoyably,2534,elm,#177,Fot,375,Fot,12534,ashley
12535,author,2535,enlarged,2535,elope,#178,Fov,376,Fov,12535,ashy
12536,autism,2536,enormous,2536,elude,#179,Fow,377,Fow,12536,asia
12541,autistic,2541,enquirer,2541,elves,#17A,Fox,378,Fox,12541,aside
12542,autograph,2542,enrollment,2542,email,#17B,Foy,379,Foy,12542,ask
12543,automaker,2543,ensemble,2543,emit,#17C,Fub,380,Fub,12543,askew
12544,automated,2544,entryway,2544,empty,#17D,Fuc,381,Fuc,12544,asleep
12545,automatic,2545,enunciate,2545,emu,#17E,Fud,382,Fud,12545,aspen
12546,autopilot,2546,envoy,2546,enter,#17F,Fuf,383,Fuf,12546,aspire
12551,available,2551,enzyme,2551,entry,#180,Fug,384,Fug,12551,ass
12552,avalanche,2552,epidemic,2552,envoy,#181,Fuh,385,Fuh,12552,assai
12553,avatar,2553,equipment,2553,equal,#182,Fuj,386,Fuj,12553,assam
12554,avenge,2554,erasable,2554,erase,#183,Fuk,387,Fuk,12554,assay
12555,avenging,2555,ergonomic,2555,error,#184,Ful,388,Ful,12555,asset
12556,avenue,2556,erratic,2556,erupt,#185,Fum,389,Fum,12556,assort
12561,average,2561,eruption,2561,essay,#186,Fun,390,Fun,12561,assure
12562,aversion,2562,escalator,2562,etch,#187,Fup,391,Fup,12562,aster
12563,avert,2563,eskimo,2563,evade,#188,Fuq,392,Fuq,12563,astm
12564,aviation,2564,esophagus,2564,even,#189,Fur,393,Fur,12564,astor
12565,aviator,2565,espresso,2565,evict,#18A,Fus,394,Fus,12565,astral
12566,avid,2566,essay,2566,evil,#18B,Fut,395,Fut,12566,at
12611,avoid,2611,estrogen,2611,evoke,#18C,Fuv,396,Fuv,12611,at&t
12612,await,2612,etching,2612,exact,#18D,Fuw,397,Fuw,12612,ate
12613,awaken,2613,eternal,2613,exit,#18E,Fux,398,Fux,12613,athens
12614,award,2614,ethics,2614,fable,#18F,Fuy,399,Fuy,12614,atlas
12615,aware,2615,etiquette,2615,faced,#190,Gab,400,Gab,12615,atom
12616,awhile,2616,eucalyptus,2616,fact,#191,Gac,401,Gac,12616,atomic
12621,awkward,2621,eulogy,2621,fade,#192,Gad,402,Gad,12621,atone
12622,awning,2622,euphemism,2622,fall,#193,Gaf,403,Gaf,12622,atop
12623,awoke,2623,euthanize,2623,FALSE,#194,Gag,404,Gag,12623,attic
12624,awry,2624,evacuation,2624,fancy,#195,Gah,405,Gah,12624,attire
12625,axis,2625,evergreen,2625,fang,#196,Gaj,406,Gaj,12625,au
12626,babble,2626,evidence,2626,fax,#197,Gak,407,Gak,12626,aubrey
12631,babbling,2631,evolution,2631,feast,#198,Gal,408,Gal,12631,audio
12632,babied,2632,exam,2632,feed,#199,Gam,409,Gam,12632,audit
12633,baboon,2633,excerpt,2633,femur,#19A,Gan,410,Gan,12633,aug
12634,backache,2634,exerciser,2634,fence,#19B,Gap,411,Gap,12634,auger
12635,backboard,2635,exfoliate,2635,fend,#19C,Gaq,412,Gaq,12635,augur
12636,backboned,2636,exhale,2636,ferry,#19D,Gar,413,Gar,12636,august
12641,backdrop,2641,exist,2641,fetal,#19E,Gas,414,Gas,12641,auk
12642,backed,2642,exorcist,2642,fetch,#19F,Gat,415,Gat,12642,aunt
12643,backer,2643,explode,2643,fever,#1A0,Gav,416,Gav,12643,aura
12644,backfield,2644,exquisite,2644,fiber,#1A1,Gaw,417,Gaw,12644,aural
12645,backfire,2645,exterior,2645,fifth,#1A2,Gax,418,Gax,12645,auric
12646,backhand,2646,exuberant,2646,fifty,#1A3,Gay,419,Gay,12646,austin
12651,backing,2651,fabric,2651,film,#1A4,Geb,420,Geb,12651,auto
12652,backlands,2652,factory,2652,filth,#1A5,Gec,421,Gec,12652,autumn
12653,backlash,2653,faded,2653,final,#1A6,Ged,422,Ged,12653,av
12654,backless,2654,failsafe,2654,finch,#1A7,Gef,423,Gef,12654,avail
12655,backlight,2655,falcon,2655,fit,#1A8,Geg,424,Geg,12655,ave
12656,backlit,2656,family,2656,five,#1A9,Geh,425,Geh,12656,aver
12661,backlog,2661,fanfare,2661,flag,#1AA,Gej,426,Gej,12661,avert
12662,backpack,2662,fasten,2662,flaky,#1AB,Gek,427,Gek,12662,avery
12663,backpedal,2663,faucet,2663,flame,#1AC,Gel,428,Gel,12663,aviate
12664,backrest,2664,favorite,2664,flap,#1AD,Gem,429,Gem,12664,avid
12665,backroom,2665,feasibly,2665,flask,#1AE,Gen,430,Gen,12665,avis
12666,backshift,2666,february,2666,fled,#1AF,Gep,431,Gep,12666,aviv
13111,backside,3111,federal,3111,flick,#1B0,Geq,432,Geq,13111,avoid
13112,backslid,3112,feedback,3112,fling,#1B1,Ger,433,Ger,13112,avon
13113,backspace,3113,feigned,3113,flint,#1B2,Ges,434,Ges,13113,avow
13114,backspin,3114,feline,3114,flip,#1B3,Get,435,Get,13114,aw
13115,backstab,3115,femur,3115,flirt,#1B4,Gev,436,Gev,13115,await
13116,backstage,3116,fence,3116,float,#1B5,Gew,437,Gew,13116,awake
13121,backtalk,3121,ferret,3121,flock,#1B6,Gex,438,Gex,13121,award
13122,backtrack,3122,festival,3122,flop,#1B7,Gey,439,Gey,13122,aware
13123,backup,3123,fettuccine,3123,floss,#1B8,Gib,440,Gib,13123,awash
13124,backward,3124,feudalist,3124,flyer,#1B9,Gic,441,Gic,13124,away
13125,backwash,3125,feverish,3125,foam,#1BA,Gid,442,Gid,13125,awe
13126,backwater,3126,fiberglass,3126,foe,#1BB,Gif,443,Gif,13126,awful
13131,backyard,3131,fictitious,3131,fog,#1BC,Gig,444,Gig,13131,awl
13132,bacon,3132,fiddle,3132,foil,#1BD,Gih,445,Gih,13132,awn
13133,bacteria,3133,figurine,3133,folic,#1BE,Gij,446,Gij,13133,awoke
13134,bacterium,3134,fillet,3134,folk,#1BF,Gik,447,Gik,13134,awry
13135,badass,3135,finalist,3135,food,#1C0,Gil,448,Gil,13135,ax
13136,badge,3136,fiscally,3136,fool,#1C1,Gim,449,Gim,13136,axe
13141,badland,3141,fixture,3141,found,#1C2,Gin,450,Gin,13141,axes
13142,badly,3142,flashlight,3142,fox,#1C3,Gip,451,Gip,13142,axial
13143,badness,3143,fleshiness,3143,foyer,#1C4,Giq,452,Giq,13143,axiom
13144,baffle,3144,flight,3144,frail,#1C5,Gir,453,Gir,13144,axis
13145,baffling,3145,florist,3145,frame,#1C6,Gis,454,Gis,13145,axle
13146,bagel,3146,flypaper,3146,fray,#1C7,Git,455,Git,13146,axon
13151,bagful,3151,foamless,3151,fresh,#1C8,Giv,456,Giv,13151,ay
13152,baggage,3152,focus,3152,fried,#1C9,Giw,457,Giw,13152,aye
13153,bagged,3153,foggy,3153,frill,#1CA,Gix,458,Gix,13153,ayers
13154,baggie,3154,folksong,3154,frisk,#1CB,Giy,459,Giy,13154,az
13155,bagginess,3155,fondue,3155,from,#1CC,Gob,460,Gob,13155,aztec
13156,bagging,3156,footpath,3156,front,#1CD,Goc,461,Goc,13156,azure
13161,baggy,3161,fossil,3161,frost,#1CE,God,462,God,13161,b
13162,bagpipe,3162,fountain,3162,froth,#1CF,Gof,463,Gof,13162,b's
13163,baguette,3163,fox,3163,frown,#1D0,Gog,464,Gog,13163,ba
13164,baked,3164,fragment,3164,froze,#1D1,Goh,465,Goh,13164,babe
13165,bakery,3165,freeway,3165,fruit,#1D2,Goj,466,Goj,13165,babel
13166,bakeshop,3166,fridge,3166,gag,#1D3,Gok,467,Gok,13166,baby
13211,baking,3211,frosting,3211,gains,#1D4,Gol,468,Gol,13211,bach
13212,balance,3212,fruit,3212,gala,#1D5,Gom,469,Gom,13212,back
13213,balancing,3213,fryingpan,3213,game,#1D6,Gon,470,Gon,13213,backup
13214,balcony,3214,gadget,3214,gap,#1D7,Gop,471,Gop,13214,bacon
13215,balmy,3215,gainfully,3215,gas,#1D8,Goq,472,Goq,13215,bad
13216,balsamic,3216,gallstone,3216,gave,#1D9,Gor,473,Gor,13216,bade
13221,bamboo,3221,gamekeeper,3221,gear,#1DA,Gos,474,Gos,13221,baden
13222,banana,3222,gangway,3222,gecko,#1DB,Got,475,Got,13222,badge
13223,banish,3223,garlic,3223,geek,#1DC,Gov,476,Gov,13223,baffle
13224,banister,3224,gaslight,3224,gem,#1DD,Gow,477,Gow,13224,bag
13225,banjo,3225,gathering,3225,genre,#1DE,Gox,478,Gox,13225,baggy
13226,bankable,3226,gauntlet,3226,gift,#1DF,Goy,479,Goy,13226,bah
13231,bankbook,3231,gearbox,3231,gig,#1E0,Gub,480,Gub,13231,bahama
13232,banked,3232,gecko,3232,gills,#1E1,Guc,481,Guc,13232,bail
13233,banker,3233,gem,3233,given,#1E2,Gud,482,Gud,13233,baird
13234,banking,3234,generator,3234,giver,#1E3,Guf,483,Guf,13234,bait
13235,banknote,3235,geographer,3235,glad,#1E4,Gug,484,Gug,13235,bake
13236,bankroll,3236,gerbil,3236,glass,#1E5,Guh,485,Guh,13236,baku
13241,banner,3241,gesture,3241,glide,#1E6,Guj,486,Guj,13241,bald
13242,bannister,3242,getaway,3242,gloss,#1E7,Guk,487,Guk,13242,baldy
13243,banshee,3243,geyser,3243,glove,#1E8,Gul,488,Gul,13243,bale
13244,banter,3244,ghoulishly,3244,glow,#1E9,Gum,489,Gum,13244,bali
13245,barbecue,3245,gibberish,3245,glue,#1EA,Gun,490,Gun,13245,balk
13246,barbed,3246,giddiness,3246,goal,#1EB,Gup,491,Gup,13246,balkan
13251,barbell,3251,giftshop,3251,going,#1EC,Guq,492,Guq,13251,balky
13252,barber,3252,gigabyte,3252,golf,#1ED,Gur,493,Gur,13252,ball
13253,barcode,3253,gimmick,3253,gong,#1EE,Gus,494,Gus,13253,balled
13254,barge,3254,giraffe,3254,good,#1EF,Gut,495,Gut,13254,ballot
13255,bargraph,3255,giveaway,3255,gooey,#1F0,Guv,496,Guv,13255,balm
13256,barista,3256,gizmo,3256,goofy,#1F1,Guw,497,Guw,13256,balmy
13261,baritone,3261,glasses,3261,gore,#1F2,Gux,498,Gux,13261,balsa
13262,barley,3262,gleeful,3262,gown,#1F3,Guy,499,Guy,13262,bam
13263,barmaid,3263,glisten,3263,grab,#1F4,Hab,500,Hab,13263,bambi
13264,barman,3264,glove,3264,grain,#1F5,Hac,501,Hac,13264,ban
13265,barn,3265,glucose,3265,grant,#1F6,Had,502,Had,13265,banal
13266,barometer,3266,glycerin,3266,grape,#1F7,Haf,503,Haf,13266,band
13311,barrack,3311,gnarly,3311,graph,#1F8,Hag,504,Hag,13311,bandit
13312,barracuda,3312,gnomish,3312,grasp,#1F9,Hah,505,Hah,13312,bandy
13313,barrel,3313,goatskin,3313,grass,#1FA,Haj,506,Haj,13313,bane
13314,barrette,3314,goggles,3314,grave,#1FB,Hak,507,Hak,13314,bang
13315,barricade,3315,goldfish,3315,gravy,#1FC,Hal,508,Hal,13315,banish
13316,barrier,3316,gong,3316,gray,#1FD,Ham,509,Ham,13316,banjo
13321,barstool,3321,gooey,3321,green,#1FE,Han,510,Han,13321,bank
13322,bartender,3322,gorgeous,3322,greet,#1FF,Hap,511,Hap,13322,banks
13323,barterer,3323,gosling,3323,grew,#200,Haq,512,Haq,13323,bantu
13324,bash,3324,gothic,3324,grid,#201,Har,513,Har,13324,bar
13325,basically,3325,gourmet,3325,grief,#202,Has,514,Has,13325,barb
13326,basics,3326,governor,3326,grill,#203,Hat,515,Hat,13326,bard
13331,basil,3331,grape,3331,grip,#204,Hav,516,Hav,13331,bare
13332,basin,3332,greyhound,3332,grit,#205,Haw,517,Haw,13332,barfly
13333,basis,3333,grill,3333,groom,#206,Hax,518,Hax,13333,barge
13334,basket,3334,groundhog,3334,grope,#207,Hay,519,Hay,13334,bark
13335,batboy,3335,grumbling,3335,growl,#208,Heb,520,Heb,13335,barley
13336,batch,3336,guacamole,3336,grub,#209,Hec,521,Hec,13336,barn
13341,bath,3341,guerrilla,3341,grunt,#20A,Hed,522,Hed,13341,barnes
13342,baton,3342,guitar,3342,guide,#20B,Hef,523,Hef,13342,baron
13343,bats,3343,gullible,3343,gulf,#20C,Heg,524,Heg,13343,barony
13344,battalion,3344,gumdrop,3344,gulp,#20D,Heh,525,Heh,13344,barr
13345,battered,3345,gurgling,3345,gummy,#20E,Hej,526,Hej,13345,barre
13346,battering,3346,gusto,3346,guru,#20F,Hek,527,Hek,13346,barry
13351,battery,3351,gutless,3351,gush,#210,Hel,528,Hel,13351,barter
13352,batting,3352,gymnast,3352,gut,#211,Hem,529,Hem,13352,barth
13353,battle,3353,gynecology,3353,guy,#212,Hen,530,Hen,13353,barton
13354,bauble,3354,gyration,3354,habit,#213,Hep,531,Hep,13354,basal
13355,bazooka,3355,habitat,3355,half,#214,Heq,532,Heq,13355,base
13356,blabber,3356,hacking,3356,halo,#215,Her,533,Her,13356,basel
13361,bladder,3361,haggard,3361,halt,#216,Hes,534,Hes,13361,bash
13362,blade,3362,haiku,3362,happy,#217,Het,535,Het,13362,basic
13363,blah,3363,halogen,3363,harm,#218,Hev,536,Hev,13363,basil
13364,blame,3364,hamburger,3364,hash,#219,Hew,537,Hew,13364,basin
13365,blaming,3365,handgun,3365,hasty,#21A,Hex,538,Hex,13365,basis
13366,blanching,3366,happiness,3366,hatch,#21B,Hey,539,Hey,13366,bask
13411,blandness,3411,hardhat,3411,hate,#21C,Hib,540,Hib,13411,bass
13412,blank,3412,hastily,3412,haven,#21D,Hic,541,Hic,13412,bassi
13413,blaspheme,3413,hatchling,3413,hazel,#21E,Hid,542,Hid,13413,basso
13414,blasphemy,3414,haughty,3414,hazy,#21F,Hif,543,Hif,13414,baste
13415,blast,3415,hazelnut,3415,heap,#220,Hig,544,Hig,13415,bat
13416,blatancy,3416,headband,3416,heat,#221,Hih,545,Hih,13416,batch
13421,blatantly,3421,hedgehog,3421,heave,#222,Hij,546,Hij,13421,bate
13422,blazer,3422,hefty,3422,hedge,#223,Hik,547,Hik,13422,bater
13423,blazing,3423,heinously,3423,hefty,#224,Hil,548,Hil,13423,bates
13424,bleach,3424,helmet,3424,help,#225,Him,549,Him,13424,bath
13425,bleak,3425,hemoglobin,3425,herbs,#226,Hin,550,Hin,13425,bathe
13426,bleep,3426,henceforth,3426,hers,#227,Hip,551,Hip,13426,batik
13431,blemish,3431,herbs,3431,hub,#228,Hiq,552,Hiq,13431,baton
13432,blend,3432,hesitation,3432,hug,#229,Hir,553,Hir,13432,bator
13433,bless,3433,hexagon,3433,hula,#22A,His,554,His,13433,batt
13434,blighted,3434,hubcap,3434,hull,#22B,Hit,555,Hit,13434,bauble
13435,blimp,3435,huddling,3435,human,#22C,Hiv,556,Hiv,13435,baud
13436,bling,3436,huff,3436,humid,#22D,Hiw,557,Hiw,13436,bauer
13441,blinked,3441,hugeness,3441,hump,#22E,Hix,558,Hix,13441,bawd
13442,blinker,3442,hullabaloo,3442,hung,#22F,Hiy,559,Hiy,13442,bawdy
13443,blinking,3443,human,3443,hunk,#230,Hob,560,Hob,13443,bawl
13444,blinks,3444,hunter,3444,hunt,#231,Hoc,561,Hoc,13444,baxter
13445,blip,3445,hurricane,3445,hurry,#232,Hod,562,Hod,13445,bay
13446,blissful,3446,hushing,3446,hurt,#233,Hof,563,Hof,13446,bayda
13451,blitz,3451,hyacinth,3451,hush,#234,Hog,564,Hog,13451,bayed
13452,blizzard,3452,hybrid,3452,hut,#235,Hoh,565,Hoh,13452,bayou
13453,bloated,3453,hydrant,3453,ice,#236,Hoj,566,Hoj,13453,bazaar
13454,bloating,3454,hygienist,3454,icing,#237,Hok,567,Hok,13454,bb
13455,blob,3455,hypnotist,3455,icon,#238,Hol,568,Hol,13455,bbb
13456,blog,3456,ibuprofen,3456,icy,#239,Hom,569,Hom,13456,bbbb
13461,bloomers,3461,icepack,3461,igloo,#23A,Hon,570,Hon,13461,bc
13462,blooming,3462,icing,3462,image,#23B,Hop,571,Hop,13462,bcd
13463,blooper,3463,iconic,3463,ion,#23C,Hoq,572,Hoq,13463,bd
13464,blot,3464,identical,3464,iron,#23D,Hor,573,Hor,13464,be
13465,blouse,3465,idiocy,3465,islam,#23E,Hos,574,Hos,13465,beach
13466,blubber,3466,idly,3466,issue,#23F,Hot,575,Hot,13466,bead
13511,bluff,3511,igloo,3511,item,#240,Hov,576,Hov,13511,beady
13512,bluish,3512,ignition,3512,ivory,#241,How,577,How,13512,beak
13513,blunderer,3513,iguana,3513,ivy,#242,Hox,578,Hox,13513,beam
13514,blunt,3514,illuminate,3514,jab,#243,Hoy,579,Hoy,13514,bean
13515,blurb,3515,imaging,3515,jam,#244,Hub,580,Hub,13515,bear
13516,blurred,3516,imbecile,3516,jaws,#245,Huc,581,Huc,13516,beard
13521,blurry,3521,imitator,3521,jazz,#246,Hud,582,Hud,13521,beast
13522,blurt,3522,immigrant,3522,jeep,#247,Huf,583,Huf,13522,beat
13523,blush,3523,imprint,3523,jelly,#248,Hug,584,Hug,13523,beau
13524,blustery,3524,iodine,3524,jet,#249,Huh,585,Huh,13524,beauty
13525,boaster,3525,ionosphere,3525,jiffy,#24A,Huj,586,Huj,13525,beaux
13526,boastful,3526,ipad,3526,job,#24B,Huk,587,Huk,13526,bebop
13531,boasting,3531,iphone,3531,jog,#24C,Hul,588,Hul,13531,becalm
13532,boat,3532,iridescent,3532,jolly,#24D,Hum,589,Hum,13532,beck
13533,bobbed,3533,irksome,3533,jolt,#24E,Hun,590,Hun,13533,becker
13534,bobbing,3534,iron,3534,jot,#24F,Hup,591,Hup,13534,becky
13535,bobble,3535,irrigation,3535,joy,#250,Huq,592,Huq,13535,bed
13536,bobcat,3536,island,3536,judge,#251,Hur,593,Hur,13536,bedim
13541,bobsled,3541,isotope,3541,juice,#252,Hus,594,Hus,13541,bee
13542,bobtail,3542,issueless,3542,juicy,#253,Hut,595,Hut,13542,beebe
13543,bodacious,3543,italicize,3543,july,#254,Huv,596,Huv,13543,beech
13544,body,3544,itemizer,3544,jumbo,#255,Huw,597,Huw,13544,beef
13545,bogged,3545,itinerary,3545,jump,#256,Hux,598,Hux,13545,beefy
13546,boggle,3546,itunes,3546,junky,#257,Huy,599,Huy,13546,been
13551,bogus,3551,ivory,3551,juror,#258,Jab,600,Jab,13551,beep
13552,boil,3552,jabbering,3552,jury,#259,Jac,601,Jac,13552,beer
13553,bok,3553,jackrabbit,3553,keep,#25A,Jad,602,Jad,13553,beet
13554,bolster,3554,jaguar,3554,keg,#25B,Jaf,603,Jaf,13554,befall
13555,bolt,3555,jailhouse,3555,kept,#25C,Jag,604,Jag,13555,befit
13556,bonanza,3556,jalapeno,3556,kick,#25D,Jah,605,Jah,13556,befog
13561,bonded,3561,jamboree,3561,kilt,#25E,Jaj,606,Jaj,13561,beg
13562,bonding,3562,janitor,3562,king,#25F,Jak,607,Jak,13562,began
13563,bondless,3563,jarring,3563,kite,#260,Jal,608,Jal,13563,beget
13564,boned,3564,jasmine,3564,kitty,#261,Jam,609,Jam,13564,beggar
13565,bonehead,3565,jaundice,3565,kiwi,#262,Jan,610,Jan,13565,begin
13566,boneless,3566,jawbreaker,3566,knee,#263,Jap,611,Jap,13566,begun
13611,bonelike,3611,jaywalker,3611,knelt,#264,Jaq,612,Jaq,13611,behind
13612,boney,3612,jazz,3612,koala,#265,Jar,613,Jar,13612,beige
13613,bonfire,3613,jealous,3613,kung,#266,Jas,614,Jas,13613,being
13614,bonnet,3614,jeep,3614,ladle,#267,Jat,615,Jat,13614,beirut
13615,bonsai,3615,jelly,3615,lady,#268,Jav,616,Jav,13615,bel
13616,bonus,3616,jeopardize,3616,lair,#269,Jaw,617,Jaw,13616,bela
13621,bony,3621,jersey,3621,lake,#26A,Jax,618,Jax,13621,belch
13622,boogeyman,3622,jetski,3622,lance,#26B,Jay,619,Jay,13622,belfry
13623,boogieman,3623,jezebel,3623,land,#26C,Jeb,620,Jeb,13623,belie
13624,book,3624,jiffy,3624,lapel,#26D,Jec,621,Jec,13624,bell
13625,boondocks,3625,jigsaw,3625,large,#26E,Jed,622,Jed,13625,bella
13626,booted,3626,jingling,3626,lash,#26F,Jef,623,Jef,13626,belle
13631,booth,3631,jobholder,3631,lasso,#270,Jeg,624,Jeg,13631,belly
13632,bootie,3632,jockstrap,3632,last,#271,Jeh,625,Jeh,13632,below
13633,booting,3633,jogging,3633,latch,#272,Jej,626,Jej,13633,belt
13634,bootlace,3634,john,3634,late,#273,Jek,627,Jek,13634,bema
13635,bootleg,3635,joinable,3635,lazy,#274,Jel,628,Jel,13635,beman
13636,boots,3636,jokingly,3636,left,#275,Jem,629,Jem,13636,bemoan
13641,boozy,3641,journal,3641,legal,#276,Jen,630,Jen,13641,ben
13642,borax,3642,jovial,3642,lemon,#277,Jep,631,Jep,13642,bench
13643,boring,3643,joystick,3643,lend,#278,Jeq,632,Jeq,13643,bend
13644,borough,3644,jubilant,3644,lens,#279,Jer,633,Jer,13644,bender
13645,borrower,3645,judiciary,3645,lent,#27A,Jes,634,Jes,13645,benny
13646,borrowing,3646,juggle,3646,level,#27B,Jet,635,Jet,13646,bent
13651,boss,3651,juice,3651,lever,#27C,Jev,636,Jev,13651,benz
13652,botanical,3652,jujitsu,3652,lid,#27D,Jew,637,Jew,13652,berea
13653,botanist,3653,jukebox,3653,life,#27E,Jex,638,Jex,13653,bereft
13654,botany,3654,jumpiness,3654,lift,#27F,Jey,639,Jey,13654,beret
13655,botch,3655,junkyard,3655,lilac,#280,Jib,640,Jib,13655,berg
13656,both,3656,juror,3656,lily,#281,Jic,641,Jic,13656,berlin
13661,bottle,3661,justifying,3661,limb,#282,Jid,642,Jid,13661,bern
13662,bottling,3662,juvenile,3662,limes,#283,Jif,643,Jif,13662,berne
13663,bottom,3663,kabob,3663,line,#284,Jig,644,Jig,13663,bernet
13664,bounce,3664,kamikaze,3664,lint,#285,Jih,645,Jih,13664,berra
13665,bouncing,3665,kangaroo,3665,lion,#286,Jij,646,Jij,13665,berry
13666,bouncy,3666,karate,3666,lip,#287,Jik,647,Jik,13666,bert
14111,bounding,4111,kayak,4111,list,#288,Jil,648,Jil,14111,berth
14112,boundless,4112,keepsake,4112,lived,#289,Jim,649,Jim,14112,beryl
14113,bountiful,4113,kennel,4113,liver,#28A,Jin,650,Jin,14113,beset
14114,bovine,4114,kerosene,4114,lunar,#28B,Jip,651,Jip,14114,bess
14115,boxcar,4115,ketchup,4115,lunch,#28C,Jiq,652,Jiq,14115,bessel
14116,boxer,4116,khaki,4116,lung,#28D,Jir,653,Jir,14116,best
14121,boxing,4121,kickstand,4121,lurch,#28E,Jis,654,Jis,14121,bestir
14122,boxlike,4122,kilogram,4122,lure,#28F,Jit,655,Jit,14122,bet
14123,boxy,4123,kimono,4123,lurk,#290,Jiv,656,Jiv,14123,beta
14124,breach,4124,kingdom,4124,lying,#291,Jiw,657,Jiw,14124,betel
14125,breath,4125,kiosk,4125,lyric,#292,Jix,658,Jix,14125,beth
14126,breeches,4126,kissing,4126,mace,#293,Jiy,659,Jiy,14126,bethel
14131,breeching,4131,kite,4131,maker,#294,Job,660,Job,14131,betsy
14132,breeder,4132,kleenex,4132,malt,#295,Joc,661,Joc,14132,bette
14133,breeding,4133,knapsack,4133,mama,#296,Jod,662,Jod,14133,betty
14134,breeze,4134,kneecap,4134,mango,#297,Jof,663,Jof,14134,bevel
14135,breezy,4135,knickers,4135,manor,#298,Jog,664,Jog,14135,bevy
14136,brethren,4136,koala,4136,many,#299,Joh,665,Joh,14136,beware
14141,brewery,4141,krypton,4141,map,#29A,Joj,666,Joj,14141,bey
14142,brewing,4142,laboratory,4142,march,#29B,Jok,667,Jok,14142,bezel
