Jurisdiction,Year,Week,AllDeath,NaturalDeath
Alabama,Y2014,1,355,327
Alabama,Y2014,2,872,792
Alabama,Y2014,3,1044,971
Alabama,Y2014,4,1022,967
Alabama,Y2014,5,1040,953
Alabama,Y2014,6,992,910
Alabama,Y2014,7,942,885
Alabama,Y2014,8,990,933
Alabama,Y2014,9,958,875
Alabama,Y2014,10,988,903
Alabama,Y2014,11,974,910
Alabama,Y2014,12,934,866
Alabama,Y2014,13,926,875
Alabama,Y2014,14,949,874
Alabama,Y2014,15,924,862
Alabama,Y2014,16,986,922
Alabama,Y2014,17,914,848
Alabama,Y2014,18,933,855
Alabama,Y2014,19,916,856
Alabama,Y2014,20,925,858
Alabama,Y2014,21,892,838
Alabama,Y2014,22,932,871
Alabama,Y2014,23,922,827
Alabama,Y2014,24,838,771
Alabama,Y2014,25,774,712
Alabama,Y2014,26,727,663
Alabama,Y2014,27,671,617
Alabama,Y2014,28,683,616
Alabama,Y2014,29,751,683
Alabama,Y2014,30,847,778
Alabama,Y2014,31,848,791
Alabama,Y2014,32,891,832
Alabama,Y2014,33,829,763
Alabama,Y2014,34,741,665
Alabama,Y2014,35,588,530
Alabama,Y2014,36,700,624
Alabama,Y2014,37,729,677
Alabama,Y2014,38,764,702
Alabama,Y2014,39,933,851
Alabama,Y2014,40,866,804
Alabama,Y2014,41,917,838
Alabama,Y2014,42,924,870
Alabama,Y2014,43,890,828
Alabama,Y2014,44,918,854
Alabama,Y2014,45,817,749
Alabama,Y2014,46,805,740
Alabama,Y2014,47,933,870
Alabama,Y2014,48,986,903
Alabama,Y2014,49,995,942
Alabama,Y2014,50,1036,975
Alabama,Y2014,51,1117,1036
Alabama,Y2014,52,1068,1001
Alabama,Y2014,53,1103,1035
Alabama,Y2015,1,1139,1069
Alabama,Y2015,2,1140,1066
Alabama,Y2015,3,1043,965
Alabama,Y2015,4,1076,999
Alabama,Y2015,5,1110,1042
Alabama,Y2015,6,1070,998
Alabama,Y2015,7,1066,1001
Alabama,Y2015,8,1102,1042
Alabama,Y2015,9,1206,1120
Alabama,Y2015,10,1103,1014
Alabama,Y2015,11,1003,923
Alabama,Y2015,12,983,914
Alabama,Y2015,13,955,875
Alabama,Y2015,14,975,910
Alabama,Y2015,15,902,831
Alabama,Y2015,16,996,919
Alabama,Y2015,17,977,910
Alabama,Y2015,18,900,826
Alabama,Y2015,19,893,826
Alabama,Y2015,20,862,801
Alabama,Y2015,21,816,732
Alabama,Y2015,22,749,677
Alabama,Y2015,23,881,802
Alabama,Y2015,24,902,821
Alabama,Y2015,25,932,847
Alabama,Y2015,26,905,826
Alabama,Y2015,27,926,847
Alabama,Y2015,28,920,855
Alabama,Y2015,29,919,839
Alabama,Y2015,30,904,821
Alabama,Y2015,31,910,818
Alabama,Y2015,32,958,872
Alabama,Y2015,33,866,806
Alabama,Y2015,34,918,847
Alabama,Y2015,35,928,847
Alabama,Y2015,36,957,875
Alabama,Y2015,37,907,828
Alabama,Y2015,38,933,854
Alabama,Y2015,39,878,827
Alabama,Y2015,40,918,844
Alabama,Y2015,41,789,722
Alabama,Y2015,42,794,734
Alabama,Y2015,43,909,838
Alabama,Y2015,44,866,801
Alabama,Y2015,45,928,858
Alabama,Y2015,46,995,928
Alabama,Y2015,47,974,903
Alabama,Y2015,48,914,851
Alabama,Y2015,49,899,826
Alabama,Y2015,50,768,707
Alabama,Y2015,51,778,706
Alabama,Y2015,52,912,847
Alabama,Y2016,1,1008,938
Alabama,Y2016,2,1044,956
Alabama,Y2016,3,1029,953
Alabama,Y2016,4,1020,944
Alabama,Y2016,5,1103,1043
Alabama,Y2016,6,1098,1011
Alabama,Y2016,7,1114,1037
Alabama,Y2016,8,962,878
Alabama,Y2016,9,1006,929
Alabama,Y2016,10,1035,961
Alabama,Y2016,11,1009,919
Alabama,Y2016,12,1001,917
Alabama,Y2016,13,959,896
Alabama,Y2016,14,1006,932
Alabama,Y2016,15,942,888
Alabama,Y2016,16,1011,934
Alabama,Y2016,17,966,873
Alabama,Y2016,18,963,888
Alabama,Y2016,19,945,869
Alabama,Y2016,20,918,844
Alabama,Y2016,21,941,853
Alabama,Y2016,22,954,862
Alabama,Y2016,23,967,866
Alabama,Y2016,24,877,803
Alabama,Y2016,25,979,887
Alabama,Y2016,26,903,814
Alabama,Y2016,27,903,811
Alabama,Y2016,28,965,895
Alabama,Y2016,29,927,849
Alabama,Y2016,30,927,862
Alabama,Y2016,31,918,841
Alabama,Y2016,32,921,847
Alabama,Y2016,33,979,877
Alabama,Y2016,34,942,856
Alabama,Y2016,35,918,846
Alabama,Y2016,36,912,842
Alabama,Y2016,37,947,868
Alabama,Y2016,38,986,906
Alabama,Y2016,39,939,849
Alabama,Y2016,40,958,866
Alabama,Y2016,41,973,900
Alabama,Y2016,42,907,829
Alabama,Y2016,43,964,891
Alabama,Y2016,44,952,873
Alabama,Y2016,45,1029,958
Alabama,Y2016,46,1004,932
Alabama,Y2016,47,1029,957
Alabama,Y2016,48,1033,949
Alabama,Y2016,49,1057,966
Alabama,Y2016,50,1049,972
Alabama,Y2016,51,1134,1048
Alabama,Y2016,52,1104,1027
Alabama,Y2017,1,1121,1049
Alabama,Y2017,2,1130,1046
Alabama,Y2017,3,1048,968
Alabama,Y2017,4,1026,943
Alabama,Y2017,5,1036,934
Alabama,Y2017,6,1058,985
Alabama,Y2017,7,1060,974
Alabama,Y2017,8,1099,1013
Alabama,Y2017,9,1081,1004
Alabama,Y2017,10,1011,920
Alabama,Y2017,11,1067,993
Alabama,Y2017,12,1068,977
Alabama,Y2017,13,991,903
Alabama,Y2017,14,1037,963
Alabama,Y2017,15,1017,941
Alabama,Y2017,16,966,894
Alabama,Y2017,17,996,918
Alabama,Y2017,18,907,839
Alabama,Y2017,19,1064,982
Alabama,Y2017,20,998,906
Alabama,Y2017,21,988,889
Alabama,Y2017,22,925,851
Alabama,Y2017,23,984,889
Alabama,Y2017,24,918,832
Alabama,Y2017,25,961,873
Alabama,Y2017,26,925,839
Alabama,Y2017,27,954,859
Alabama,Y2017,28,968,888
Alabama,Y2017,29,964,875
Alabama,Y2017,30,888,805
Alabama,Y2017,31,949,879
Alabama,Y2017,32,936,854
Alabama,Y2017,33,933,864
Alabama,Y2017,34,917,838
Alabama,Y2017,35,953,874
Alabama,Y2017,36,960,898
Alabama,Y2017,37,968,889
Alabama,Y2017,38,995,904
Alabama,Y2017,39,1019,927
Alabama,Y2017,40,948,872
Alabama,Y2017,41,986,917
Alabama,Y2017,42,966,889
Alabama,Y2017,43,941,877
Alabama,Y2017,44,994,906
Alabama,Y2017,45,994,907
Alabama,Y2017,46,982,894
Alabama,Y2017,47,1004,931
Alabama,Y2017,48,1067,977
Alabama,Y2017,49,1074,988
Alabama,Y2017,50,1120,1047
Alabama,Y2017,51,1098,1012
Alabama,Y2017,52,1080,1001
Alabama,Y2018,1,1248,1159
Alabama,Y2018,2,1301,1215
Alabama,Y2018,3,1275,1190
Alabama,Y2018,4,1286,1208
Alabama,Y2018,5,1147,1058
Alabama,Y2018,6,1181,1087
Alabama,Y2018,7,1096,1019
Alabama,Y2018,8,1099,1031
Alabama,Y2018,9,985,919
Alabama,Y2018,10,1059,978
Alabama,Y2018,11,1086,987
Alabama,Y2018,12,993,917
Alabama,Y2018,13,995,901
Alabama,Y2018,14,1012,941
Alabama,Y2018,15,1026,954
Alabama,Y2018,16,1031,943
Alabama,Y2018,17,971,895
Alabama,Y2018,18,1039,952
Alabama,Y2018,19,950,878
Alabama,Y2018,20,1005,935
Alabama,Y2018,21,977,902
Alabama,Y2018,22,973,893
Alabama,Y2018,23,1011,934
Alabama,Y2018,24,940,861
Alabama,Y2018,25,974,890
Alabama,Y2018,26,927,861
Alabama,Y2018,27,972,879
Alabama,Y2018,28,994,910
Alabama,Y2018,29,959,876
Alabama,Y2018,30,930,845
Alabama,Y2018,31,962,871
Alabama,Y2018,32,969,883
Alabama,Y2018,33,938,881
Alabama,Y2018,34,943,882
Alabama,Y2018,35,936,867
Alabama,Y2018,36,944,871
Alabama,Y2018,37,912,830
Alabama,Y2018,38,998,921
Alabama,Y2018,39,972,890
Alabama,Y2018,40,945,874
Alabama,Y2018,41,943,874
Alabama,Y2018,42,971,897
Alabama,Y2018,43,993,910
Alabama,Y2018,44,927,851
Alabama,Y2018,45,963,892
Alabama,Y2018,46,1055,988
Alabama,Y2018,47,1009,920
Alabama,Y2018,48,1050,977
Alabama,Y2018,49,1044,963
Alabama,Y2018,50,1053,982
Alabama,Y2018,51,1105,1031
Alabama,Y2018,52,1084,988
Alabama,Y2019,1,1077,993
Alabama,Y2019,2,1090,994
Alabama,Y2019,3,1114,1042
Alabama,Y2019,4,1063,994
Alabama,Y2019,5,1095,1026
Alabama,Y2019,6,1092,1005
Alabama,Y2019,7,1103,1017
Alabama,Y2019,8,1064,992
Alabama,Y2019,9,1050,966
Alabama,Y2019,10,1062,964
Alabama,Y2019,11,1090,1015
Alabama,Y2019,12,1012,938
Alabama,Y2019,13,1079,999
Alabama,Y2019,14,1044,960
Alabama,Y2019,15,1031,932
Alabama,Y2019,16,954,896
Alabama,Y2019,17,1042,982
Alabama,Y2019,18,1031,942
Alabama,Y2019,19,1009,920
Alabama,Y2019,20,996,907
Alabama,Y2019,21,974,917
Alabama,Y2019,22,1027,928
Alabama,Y2019,23,1029,924
Alabama,Y2019,24,986,896
Alabama,Y2019,25,989,904
Alabama,Y2019,26,940,873
Alabama,Y2019,27,1028,926
Alabama,Y2019,28,1018,945
Alabama,Y2019,29,962,871
Alabama,Y2019,30,980,895
Alabama,Y2019,31,984,907
Alabama,Y2019,32,998,924
Alabama,Y2019,33,977,903
Alabama,Y2019,34,939,869
Alabama,Y2019,35,975,894
Alabama,Y2019,36,1009,924
Alabama,Y2019,37,1000,926
Alabama,Y2019,38,883,801
Alabama,Y2019,39,987,905
Alabama,Y2019,40,958,870
Alabama,Y2019,41,907,829
Alabama,Y2019,42,1009,934
Alabama,Y2019,43,978,883
Alabama,Y2019,44,937,859
Alabama,Y2019,45,1041,964
Alabama,Y2019,46,1070,1000
Alabama,Y2019,47,1043,977
Alabama,Y2019,48,1038,949
Alabama,Y2019,49,1072,997
Alabama,Y2019,50,1081,997
Alabama,Y2019,51,1103,1018
Alabama,Y2019,52,1035,949
Alabama,Y2020,1,1081,1008
Alabama,Y2020,2,1127,1060
Alabama,Y2020,3,1039,976
Alabama,Y2020,4,1054,981
Alabama,Y2020,5,1025,951
Alabama,Y2020,6,1118,1027
Alabama,Y2020,7,1094,1019
Alabama,Y2020,8,1097,1017
Alabama,Y2020,9,1161,1091
Alabama,Y2020,10,1053,950
Alabama,Y2020,11,1091,1013
Alabama,Y2020,12,1057,984
Alabama,Y2020,13,1072,989
Alabama,Y2020,14,1155,1076
Alabama,Y2020,15,1133,1052
Alabama,Y2020,16,1143,1049
Alabama,Y2020,17,1137,1038
Alabama,Y2020,18,1147,1049
Alabama,Y2020,19,1168,1081
Alabama,Y2020,20,1146,1048
Alabama,Y2020,21,1150,1053
Alabama,Y2020,22,1105,998
Alabama,Y2020,23,1167,1068
Alabama,Y2020,24,1134,1030
Alabama,Y2020,25,1087,1008
Alabama,Y2020,26,1148,1065
Alabama,Y2020,27,1196,1106
Alabama,Y2020,28,1254,1168
Alabama,Y2020,29,1288,1203
Alabama,Y2020,30,1326,1252
Alabama,Y2020,31,1357,1266
Alabama,Y2020,32,1367,1280
Alabama,Y2020,33,1299,1205
Alabama,Y2020,34,1290,1214
Alabama,Y2020,35,1210,1128
Alabama,Y2020,36,1205,1124
Alabama,Y2020,37,1226,1148
Alabama,Y2020,38,1181,1120
Alabama,Y2020,39,1174,1107
Alabama,Y2020,40,1084,1000
Alabama,Y2020,41,1183,1119
Alabama,Y2020,42,1170,1104
Alabama,Y2020,43,1117,1042
Alabama,Y2020,44,1135,1074
Alabama,Y2020,45,1220,1144
Alabama,Y2020,46,1207,1144
Alabama,Y2020,47,1174,1102
Alabama,Y2020,48,1164,1105
Alabama,Y2020,49,1088,1046
Alabama,Y2020,50,997,968
Alabama,Y2020,51,535,520
Alaska,Y2014,1,53,43
Alaska,Y2014,2,85,75
Alaska,Y2014,3,80,72
Alaska,Y2014,4,83,72
Alaska,Y2014,5,57,47
Alaska,Y2014,6,70,59
Alaska,Y2014,7,73,63
Alaska,Y2014,8,83,72
Alaska,Y2014,9,56,50
Alaska,Y2014,10,63,58
Alaska,Y2014,11,71,55
Alaska,Y2014,12,68,56
Alaska,Y2014,13,81,73
Alaska,Y2014,14,71,56
Alaska,Y2014,15,70,60
Alaska,Y2014,16,66,57
Alaska,Y2014,17,65,58
Alaska,Y2014,18,71,54
Alaska,Y2014,19,81,65
Alaska,Y2014,20,68,53
Alaska,Y2014,21,78,71
Alaska,Y2014,22,69,61
Alaska,Y2014,23,66,57
Alaska,Y2014,24,75,64
Alaska,Y2014,25,73,61
Alaska,Y2014,26,101,86
Alaska,Y2014,27,82,67
Alaska,Y2014,28,75,62
Alaska,Y2014,29,80,63
Alaska,Y2014,30,83,77
Alaska,Y2014,31,80,71
Alaska,Y2014,32,70,64
Alaska,Y2014,33,70,61
Alaska,Y2014,34,88,72
Alaska,Y2014,35,74,62
Alaska,Y2014,36,73,60
Alaska,Y2014,37,94,82
Alaska,Y2014,38,68,50
Alaska,Y2014,39,76,66
Alaska,Y2014,40,75,59
Alaska,Y2014,41,90,67
Alaska,Y2014,42,77,63
Alaska,Y2014,43,86,74
Alaska,Y2014,44,85,72
Alaska,Y2014,45,80,66
Alaska,Y2014,46,89,71
Alaska,Y2014,47,81,64
Alaska,Y2014,48,89,78
Alaska,Y2014,49,87,74
Alaska,Y2014,50,81,69
Alaska,Y2014,51,85,74
Alaska,Y2014,52,82,66
Alaska,Y2014,53,84,70
Alaska,Y2015,1,75,62
Alaska,Y2015,2,80,76
Alaska,Y2015,3,84,73
Alaska,Y2015,4,84,70
Alaska,Y2015,5,85,70
Alaska,Y2015,6,81,69
Alaska,Y2015,7,75,62
Alaska,Y2015,8,90,78
Alaska,Y2015,9,74,57
Alaska,Y2015,10,79,65
Alaska,Y2015,11,66,51
Alaska,Y2015,12,81,71
Alaska,Y2015,13,80,63
Alaska,Y2015,14,71,55
Alaska,Y2015,15,81,64
Alaska,Y2015,16,69,59
Alaska,Y2015,17,81,69
Alaska,Y2015,18,72,56
Alaska,Y2015,19,124,106
Alaska,Y2015,20,80,68
Alaska,Y2015,21,80,64
Alaska,Y2015,22,78,67
Alaska,Y2015,23,77,67
Alaska,Y2015,24,77,62
Alaska,Y2015,25,94,73
Alaska,Y2015,26,77,66
Alaska,Y2015,27,80,65
Alaska,Y2015,28,84,68
Alaska,Y2015,29,98,80
Alaska,Y2015,30,68,56
Alaska,Y2015,31,70,59
Alaska,Y2015,32,59,52
Alaska,Y2015,33,80,66
Alaska,Y2015,34,99,79
Alaska,Y2015,35,83,71
Alaska,Y2015,36,102,86
Alaska,Y2015,37,79,63
Alaska,Y2015,38,73,64
Alaska,Y2015,39,74,63
Alaska,Y2015,40,91,73
Alaska,Y2015,41,93,78
Alaska,Y2015,42,75,65
Alaska,Y2015,43,67,55
Alaska,Y2015,44,78,65
Alaska,Y2015,45,70,59
Alaska,Y2015,46,83,69
Alaska,Y2015,47,84,66
Alaska,Y2015,48,77,62
Alaska,Y2015,49,75,61
Alaska,Y2015,50,72,60
Alaska,Y2015,51,80,68
Alaska,Y2015,52,97,83
Alaska,Y2016,1,81,66
Alaska,Y2016,2,79,62
Alaska,Y2016,3,81,68
Alaska,Y2016,4,98,83
Alaska,Y2016,5,77,65
Alaska,Y2016,6,91,72
Alaska,Y2016,7,74,63
Alaska,Y2016,8,57,45
Alaska,Y2016,9,85,77
Alaska,Y2016,10,85,73
Alaska,Y2016,11,82,74
Alaska,Y2016,12,80,71
Alaska,Y2016,13,81,66
Alaska,Y2016,14,76,61
Alaska,Y2016,15,88,72
Alaska,Y2016,16,84,63
Alaska,Y2016,17,81,71
Alaska,Y2016,18,73,62
Alaska,Y2016,19,86,76
Alaska,Y2016,20,102,89
Alaska,Y2016,21,63,49
Alaska,Y2016,22,105,83
Alaska,Y2016,23,86,73
Alaska,Y2016,24,84,68
Alaska,Y2016,25,70,62
Alaska,Y2016,26,88,72
Alaska,Y2016,27,85,64
Alaska,Y2016,28,93,75
Alaska,Y2016,29,81,66
Alaska,Y2016,30,89,69
Alaska,Y2016,31,89,74
Alaska,Y2016,32,78,66
Alaska,Y2016,33,61,57
Alaska,Y2016,34,68,60
Alaska,Y2016,35,80,63
Alaska,Y2016,36,81,66
Alaska,Y2016,37,84,72
Alaska,Y2016,38,61,53
Alaska,Y2016,39,81,66
Alaska,Y2016,40,89,79
Alaska,Y2016,41,89,81
Alaska,Y2016,42,99,89
Alaska,Y2016,43,84,64
Alaska,Y2016,44,68,55
Alaska,Y2016,45,90,80
Alaska,Y2016,46,75,60
Alaska,Y2016,47,70,52
Alaska,Y2016,48,84,72
Alaska,Y2016,49,97,77
Alaska,Y2016,50,80,65
Alaska,Y2016,51,93,79
Alaska,Y2016,52,81,70
Alaska,Y2017,1,104,89
Alaska,Y2017,2,87,78
Alaska,Y2017,3,93,72
Alaska,Y2017,4,80,61
Alaska,Y2017,5,87,70
Alaska,Y2017,6,63,56
Alaska,Y2017,7,80,66
Alaska,Y2017,8,73,62
Alaska,Y2017,9,66,50
Alaska,Y2017,10,74,67
Alaska,Y2017,11,84,75
Alaska,Y2017,12,92,85
Alaska,Y2017,13,89,79
Alaska,Y2017,14,78,66
Alaska,Y2017,15,88,72
Alaska,Y2017,16,58,52
Alaska,Y2017,17,80,65
Alaska,Y2017,18,73,56
Alaska,Y2017,19,77,65
Alaska,Y2017,20,68,53
Alaska,Y2017,21,76,58
Alaska,Y2017,22,77,69
Alaska,Y2017,23,84,70
Alaska,Y2017,24,90,74
Alaska,Y2017,25,81,60
Alaska,Y2017,26,79,70
Alaska,Y2017,27,82,63
Alaska,Y2017,28,70,57
Alaska,Y2017,29,81,65
Alaska,Y2017,30,79,66
Alaska,Y2017,31,64,50
Alaska,Y2017,32,68,52
Alaska,Y2017,33,89,69
Alaska,Y2017,34,89,68
Alaska,Y2017,35,77,67
Alaska,Y2017,36,86,71
Alaska,Y2017,37,83,57
Alaska,Y2017,38,89,68
Alaska,Y2017,39,115,102
Alaska,Y2017,40,78,62
Alaska,Y2017,41,79,65
Alaska,Y2017,42,79,62
Alaska,Y2017,43,96,80
Alaska,Y2017,44,64,51
Alaska,Y2017,45,71,62
Alaska,Y2017,46,81,69
Alaska,Y2017,47,75,63
Alaska,Y2017,48,94,73
Alaska,Y2017,49,76,63
Alaska,Y2017,50,96,78
Alaska,Y2017,51,90,80
Alaska,Y2017,52,86,73
Alaska,Y2018,1,72,61
Alaska,Y2018,2,100,82
Alaska,Y2018,3,95,79
Alaska,Y2018,4,79,70
Alaska,Y2018,5,82,67
Alaska,Y2018,6,65,58
Alaska,Y2018,7,83,74
Alaska,Y2018,8,94,76
Alaska,Y2018,9,91,77
Alaska,Y2018,10,90,75
Alaska,Y2018,11,69,56
Alaska,Y2018,12,76,67
Alaska,Y2018,13,78,66
Alaska,Y2018,14,92,83
Alaska,Y2018,15,90,75
Alaska,Y2018,16,98,83
Alaska,Y2018,17,77,64
Alaska,Y2018,18,93,84
Alaska,Y2018,19,71,58
Alaska,Y2018,20,72,63
Alaska,Y2018,21,73,63
Alaska,Y2018,22,63,58
Alaska,Y2018,23,78,64
Alaska,Y2018,24,82,66
Alaska,Y2018,25,78,61
Alaska,Y2018,26,66,55
Alaska,Y2018,27,88,70
Alaska,Y2018,28,104,90
Alaska,Y2018,29,71,53
Alaska,Y2018,30,77,65
Alaska,Y2018,31,89,71
Alaska,Y2018,32,82,69
Alaska,Y2018,33,89,75
Alaska,Y2018,34,92,80
Alaska,Y2018,35,80,66
Alaska,Y2018,36,86,75
Alaska,Y2018,37,65,54
Alaska,Y2018,38,84,69
Alaska,Y2018,39,81,71
Alaska,Y2018,40,91,69
Alaska,Y2018,41,84,71
Alaska,Y2018,42,80,66
Alaska,Y2018,43,89,74
Alaska,Y2018,44,67,56
Alaska,Y2018,45,92,72
Alaska,Y2018,46,82,66
Alaska,Y2018,47,94,82
Alaska,Y2018,48,89,81
Alaska,Y2018,49,75,65
Alaska,Y2018,50,110,96
Alaska,Y2018,51,95,76
Alaska,Y2018,52,68,61
Alaska,Y2019,1,93,82
Alaska,Y2019,2,87,72
Alaska,Y2019,3,94,78
Alaska,Y2019,4,88,75
Alaska,Y2019,5,99,73
Alaska,Y2019,6,96,88
Alaska,Y2019,7,99,80
Alaska,Y2019,8,76,61
Alaska,Y2019,9,94,77
Alaska,Y2019,10,94,78
Alaska,Y2019,11,100,81
Alaska,Y2019,12,71,63
Alaska,Y2019,13,90,71
Alaska,Y2019,14,90,61
Alaska,Y2019,15,81,72
Alaska,Y2019,16,78,64
Alaska,Y2019,17,79,67
Alaska,Y2019,18,100,82
Alaska,Y2019,19,86,73
Alaska,Y2019,20,91,73
Alaska,Y2019,21,82,63
Alaska,Y2019,22,77,64
Alaska,Y2019,23,93,70
Alaska,Y2019,24,75,63
Alaska,Y2019,25,97,83
Alaska,Y2019,26,87,73
Alaska,Y2019,27,81,71
Alaska,Y2019,28,91,71
Alaska,Y2019,29,74,60
Alaska,Y2019,30,59,46
Alaska,Y2019,31,74,58
Alaska,Y2019,32,86,71
Alaska,Y2019,33,94,79
Alaska,Y2019,34,73,63
Alaska,Y2019,35,82,65
Alaska,Y2019,36,71,63
Alaska,Y2019,37,91,72
Alaska,Y2019,38,94,81
Alaska,Y2019,39,82,68
Alaska,Y2019,40,93,77
Alaska,Y2019,41,91,75
Alaska,Y2019,42,94,74
Alaska,Y2019,43,67,54
Alaska,Y2019,44,81,62
Alaska,Y2019,45,89,70
Alaska,Y2019,46,90,72
Alaska,Y2019,47,92,82
Alaska,Y2019,48,103,89
Alaska,Y2019,49,93,78
Alaska,Y2019,50,94,80
Alaska,Y2019,51,84,69
Alaska,Y2019,52,100,89
Alaska,Y2020,1,89,71
Alaska,Y2020,2,105,93
Alaska,Y2020,3,99,83
Alaska,Y2020,4,97,82
Alaska,Y2020,5,85,74
Alaska,Y2020,6,92,75
Alaska,Y2020,7,89,74
Alaska,Y2020,8,83,64
Alaska,Y2020,9,84,76
Alaska,Y2020,10,79,68
Alaska,Y2020,11,92,80
Alaska,Y2020,12,69,56
Alaska,Y2020,13,85,74
Alaska,Y2020,14,98,84
Alaska,Y2020,15,83,70
Alaska,Y2020,16,80,71
Alaska,Y2020,17,61,55
Alaska,Y2020,18,87,78
Alaska,Y2020,19,89,77
Alaska,Y2020,20,83,68
Alaska,Y2020,21,82,68
Alaska,Y2020,22,97,82
Alaska,Y2020,23,78,65
Alaska,Y2020,24,88,70
Alaska,Y2020,25,92,74
Alaska,Y2020,26,88,65
Alaska,Y2020,27,84,64
Alaska,Y2020,28,100,82
Alaska,Y2020,29,88,71
Alaska,Y2020,30,92,75
Alaska,Y2020,31,112,81
Alaska,Y2020,32,101,86
Alaska,Y2020,33,74,66
Alaska,Y2020,34,114,100
Alaska,Y2020,35,93,75
Alaska,Y2020,36,104,89
Alaska,Y2020,37,86,71
Alaska,Y2020,38,103,79
Alaska,Y2020,39,110,94
Alaska,Y2020,40,73,59
Alaska,Y2020,41,107,92
Alaska,Y2020,42,94,86
Alaska,Y2020,43,97,84
Alaska,Y2020,44,100,89
Alaska,Y2020,45,91,78
Alaska,Y2020,46,86,80
Alaska,Y2020,47,91,89
Alaska,Y2020,48,79,77
Alaska,Y2020,49,47,45
Alaska,Y2020,50,43,41
Alaska,Y2020,51,17,17
Arizona,Y2014,1,501,446
Arizona,Y2014,2,1035,951
Arizona,Y2014,3,1152,1053
Arizona,Y2014,4,1172,1072
Arizona,Y2014,5,1132,1039
Arizona,Y2014,6,1147,1041
Arizona,Y2014,7,1070,976
Arizona,Y2014,8,1096,980
Arizona,Y2014,9,1078,993
Arizona,Y2014,10,979,889
Arizona,Y2014,11,1045,934
Arizona,Y2014,12,1021,924
Arizona,Y2014,13,1046,939
Arizona,Y2014,14,1002,890
Arizona,Y2014,15,1041,955
Arizona,Y2014,16,1079,973
Arizona,Y2014,17,999,904
Arizona,Y2014,18,1042,938
Arizona,Y2014,19,1004,907
Arizona,Y2014,20,970,864
Arizona,Y2014,21,974,880
Arizona,Y2014,22,967,872
Arizona,Y2014,23,1000,898
Arizona,Y2014,24,974,879
Arizona,Y2014,25,923,830
Arizona,Y2014,26,942,840
Arizona,Y2014,27,933,812
Arizona,Y2014,28,929,826
Arizona,Y2014,29,909,818
Arizona,Y2014,30,950,852
Arizona,Y2014,31,972,866
Arizona,Y2014,32,937,848
Arizona,Y2014,33,910,808
Arizona,Y2014,34,897,791
Arizona,Y2014,35,943,842
Arizona,Y2014,36,949,841
Arizona,Y2014,37,898,785
Arizona,Y2014,38,977,877
Arizona,Y2014,39,926,831
Arizona,Y2014,40,974,893
Arizona,Y2014,41,967,873
Arizona,Y2014,42,960,853
Arizona,Y2014,43,953,852
Arizona,Y2014,44,928,836
Arizona,Y2014,45,979,874
Arizona,Y2014,46,1006,915
Arizona,Y2014,47,1011,920
Arizona,Y2014,48,1026,911
Arizona,Y2014,49,1045,965
Arizona,Y2014,50,954,859
Arizona,Y2014,51,985,894
Arizona,Y2014,52,1038,935
Arizona,Y2014,53,1118,1015
Arizona,Y2015,1,1147,1059
Arizona,Y2015,2,1187,1094
Arizona,Y2015,3,1086,992
Arizona,Y2015,4,1279,1178
Arizona,Y2015,5,1145,1057
Arizona,Y2015,6,1104,1006
Arizona,Y2015,7,1122,1010
Arizona,Y2015,8,1065,966
Arizona,Y2015,9,1139,1025
Arizona,Y2015,10,1164,1047
Arizona,Y2015,11,1123,1016
Arizona,Y2015,12,1107,999
Arizona,Y2015,13,1049,954
Arizona,Y2015,14,1059,976
Arizona,Y2015,15,1131,1013
Arizona,Y2015,16,1099,1002
Arizona,Y2015,17,1066,965
Arizona,Y2015,18,1010,911
Arizona,Y2015,19,1028,908
Arizona,Y2015,20,1034,921
Arizona,Y2015,21,1007,918
Arizona,Y2015,22,1043,946
Arizona,Y2015,23,1044,920
Arizona,Y2015,24,975,862
Arizona,Y2015,25,1045,941
Arizona,Y2015,26,1030,925
Arizona,Y2015,27,997,892
Arizona,Y2015,28,948,846
Arizona,Y2015,29,908,816
Arizona,Y2015,30,1007,903
Arizona,Y2015,31,957,828
Arizona,Y2015,32,937,818
Arizona,Y2015,33,1060,929
Arizona,Y2015,34,960,850
Arizona,Y2015,35,946,840
Arizona,Y2015,36,945,842
Arizona,Y2015,37,971,883
Arizona,Y2015,38,1063,940
Arizona,Y2015,39,927,847
Arizona,Y2015,40,1003,890
Arizona,Y2015,41,967,855
Arizona,Y2015,42,943,852
Arizona,Y2015,43,979,878
Arizona,Y2015,44,991,894
Arizona,Y2015,45,1161,1039
Arizona,Y2015,46,1103,990
Arizona,Y2015,47,1059,950
Arizona,Y2015,48,1081,972
Arizona,Y2015,49,1156,1046
Arizona,Y2015,50,1142,1039
Arizona,Y2015,51,1096,999
Arizona,Y2015,52,1109,997
Arizona,Y2016,1,1149,1046
Arizona,Y2016,2,1192,1066
Arizona,Y2016,3,1195,1090
Arizona,Y2016,4,1217,1100
Arizona,Y2016,5,1204,1097
Arizona,Y2016,6,1275,1161
Arizona,Y2016,7,1305,1182
Arizona,Y2016,8,1283,1155
Arizona,Y2016,9,1243,1115
Arizona,Y2016,10,1288,1153
Arizona,Y2016,11,1316,1197
Arizona,Y2016,12,1201,1073
Arizona,Y2016,13,1189,1077
Arizona,Y2016,14,1139,1014
Arizona,Y2016,15,1094,969
Arizona,Y2016,16,1106,1011
Arizona,Y2016,17,1081,964
