Jurisdiction,Year,Week,AllDeath,NaturalDeath
Rhode Island,Y2016,51,234,210
Rhode Island,Y2016,52,205,195
Rhode Island,Y2017,1,227,210
Rhode Island,Y2017,2,209,187
Rhode Island,Y2017,3,183,170
Rhode Island,Y2017,4,226,217
Rhode Island,Y2017,5,216,199
Rhode Island,Y2017,6,257,237
Rhode Island,Y2017,7,248,231
Rhode Island,Y2017,8,209,189
Rhode Island,Y2017,9,236,203
Rhode Island,Y2017,10,203,182
Rhode Island,Y2017,11,201,181
Rhode Island,Y2017,12,223,206
Rhode Island,Y2017,13,213,188
Rhode Island,Y2017,14,202,185
Rhode Island,Y2017,15,194,174
Rhode Island,Y2017,16,211,197
Rhode Island,Y2017,17,212,194
Rhode Island,Y2017,18,228,213
Rhode Island,Y2017,19,198,183
Rhode Island,Y2017,20,196,181
Rhode Island,Y2017,21,191,175
Rhode Island,Y2017,22,142,131
Rhode Island,Y2017,23,197,181
Rhode Island,Y2017,24,200,181
Rhode Island,Y2017,25,199,178
Rhode Island,Y2017,26,192,179
Rhode Island,Y2017,27,163,147
Rhode Island,Y2017,28,182,162
Rhode Island,Y2017,29,200,180
Rhode Island,Y2017,30,170,157
Rhode Island,Y2017,31,188,163
Rhode Island,Y2017,32,150,130
Rhode Island,Y2017,33,170,153
Rhode Island,Y2017,34,191,168
Rhode Island,Y2017,35,197,179
Rhode Island,Y2017,36,206,194
Rhode Island,Y2017,37,171,153
Rhode Island,Y2017,38,203,185
Rhode Island,Y2017,39,180,163
Rhode Island,Y2017,40,182,157
Rhode Island,Y2017,41,177,159
Rhode Island,Y2017,42,210,189
Rhode Island,Y2017,43,184,159
Rhode Island,Y2017,44,176,161
Rhode Island,Y2017,45,190,174
Rhode Island,Y2017,46,210,187
Rhode Island,Y2017,47,200,182
Rhode Island,Y2017,48,206,186
Rhode Island,Y2017,49,224,201
Rhode Island,Y2017,50,213,196
Rhode Island,Y2017,51,218,203
Rhode Island,Y2017,52,227,203
Rhode Island,Y2018,1,247,222
Rhode Island,Y2018,2,243,220
Rhode Island,Y2018,3,210,197
Rhode Island,Y2018,4,222,203
Rhode Island,Y2018,5,210,197
Rhode Island,Y2018,6,219,206
Rhode Island,Y2018,7,217,195
Rhode Island,Y2018,8,183,172
Rhode Island,Y2018,9,197,180
Rhode Island,Y2018,10,215,193
Rhode Island,Y2018,11,181,166
Rhode Island,Y2018,12,195,175
Rhode Island,Y2018,13,180,171
Rhode Island,Y2018,14,229,209
Rhode Island,Y2018,15,188,172
Rhode Island,Y2018,16,211,190
Rhode Island,Y2018,17,225,209
Rhode Island,Y2018,18,228,210
Rhode Island,Y2018,19,183,168
Rhode Island,Y2018,20,209,184
Rhode Island,Y2018,21,193,172
Rhode Island,Y2018,22,194,172
Rhode Island,Y2018,23,198,172
Rhode Island,Y2018,24,181,159
Rhode Island,Y2018,25,177,156
Rhode Island,Y2018,26,197,181
Rhode Island,Y2018,27,201,183
Rhode Island,Y2018,28,187,167
Rhode Island,Y2018,29,190,169
Rhode Island,Y2018,30,179,170
Rhode Island,Y2018,31,160,146
Rhode Island,Y2018,32,182,170
Rhode Island,Y2018,33,198,178
Rhode Island,Y2018,34,197,179
Rhode Island,Y2018,35,180,163
Rhode Island,Y2018,36,206,184
Rhode Island,Y2018,37,191,168
Rhode Island,Y2018,38,192,176
Rhode Island,Y2018,39,198,184
Rhode Island,Y2018,40,193,176
Rhode Island,Y2018,41,189,175
Rhode Island,Y2018,42,205,180
Rhode Island,Y2018,43,200,182
Rhode Island,Y2018,44,222,202
Rhode Island,Y2018,45,188,172
Rhode Island,Y2018,46,216,192
Rhode Island,Y2018,47,184,166
Rhode Island,Y2018,48,189,173
Rhode Island,Y2018,49,224,199
Rhode Island,Y2018,50,211,190
Rhode Island,Y2018,51,213,193
Rhode Island,Y2018,52,204,187
Rhode Island,Y2019,1,203,181
Rhode Island,Y2019,2,226,212
Rhode Island,Y2019,3,240,217
Rhode Island,Y2019,4,220,205
Rhode Island,Y2019,5,228,209
Rhode Island,Y2019,6,229,210
Rhode Island,Y2019,7,206,193
Rhode Island,Y2019,8,210,194
Rhode Island,Y2019,9,202,181
Rhode Island,Y2019,10,238,216
Rhode Island,Y2019,11,225,208
Rhode Island,Y2019,12,208,188
Rhode Island,Y2019,13,193,179
Rhode Island,Y2019,14,220,201
Rhode Island,Y2019,15,203,188
Rhode Island,Y2019,16,200,186
Rhode Island,Y2019,17,168,152
Rhode Island,Y2019,18,213,191
Rhode Island,Y2019,19,197,171
Rhode Island,Y2019,20,220,207
Rhode Island,Y2019,21,190,170
Rhode Island,Y2019,22,163,144
Rhode Island,Y2019,23,201,183
Rhode Island,Y2019,24,175,158
Rhode Island,Y2019,25,207,186
Rhode Island,Y2019,26,191,174
Rhode Island,Y2019,27,204,181
Rhode Island,Y2019,28,182,165
Rhode Island,Y2019,29,197,183
Rhode Island,Y2019,30,187,166
Rhode Island,Y2019,31,180,165
Rhode Island,Y2019,32,199,185
Rhode Island,Y2019,33,188,167
Rhode Island,Y2019,34,196,176
Rhode Island,Y2019,35,203,185
Rhode Island,Y2019,36,180,159
Rhode Island,Y2019,37,205,190
Rhode Island,Y2019,38,192,180
Rhode Island,Y2019,39,209,194
Rhode Island,Y2019,40,203,186
Rhode Island,Y2019,41,201,191
Rhode Island,Y2019,42,203,176
Rhode Island,Y2019,43,188,168
Rhode Island,Y2019,44,190,172
Rhode Island,Y2019,45,190,170
Rhode Island,Y2019,46,192,175
Rhode Island,Y2019,47,233,215
Rhode Island,Y2019,48,211,193
Rhode Island,Y2019,49,220,201
Rhode Island,Y2019,50,192,175
Rhode Island,Y2019,51,219,197
Rhode Island,Y2019,52,221,205
Rhode Island,Y2020,1,225,205
Rhode Island,Y2020,2,201,183
Rhode Island,Y2020,3,204,190
Rhode Island,Y2020,4,199,175
Rhode Island,Y2020,5,220,205
Rhode Island,Y2020,6,244,221
Rhode Island,Y2020,7,183,165
Rhode Island,Y2020,8,206,193
Rhode Island,Y2020,9,235,218
Rhode Island,Y2020,10,253,228
Rhode Island,Y2020,11,196,180
Rhode Island,Y2020,12,220,206
Rhode Island,Y2020,13,199,184
Rhode Island,Y2020,14,236,221
Rhode Island,Y2020,15,246,222
Rhode Island,Y2020,16,273,259
Rhode Island,Y2020,17,297,281
Rhode Island,Y2020,18,332,310
Rhode Island,Y2020,19,381,361
Rhode Island,Y2020,20,302,282
Rhode Island,Y2020,21,279,261
Rhode Island,Y2020,22,254,234
Rhode Island,Y2020,23,241,227
Rhode Island,Y2020,24,209,192
Rhode Island,Y2020,25,236,217
Rhode Island,Y2020,26,200,178
Rhode Island,Y2020,27,177,164
Rhode Island,Y2020,28,190,169
Rhode Island,Y2020,29,190,157
Rhode Island,Y2020,30,173,153
Rhode Island,Y2020,31,199,178
Rhode Island,Y2020,32,208,185
Rhode Island,Y2020,33,211,190
Rhode Island,Y2020,34,198,175
Rhode Island,Y2020,35,186,168
Rhode Island,Y2020,36,207,175
Rhode Island,Y2020,37,190,170
Rhode Island,Y2020,38,194,178
Rhode Island,Y2020,39,206,188
Rhode Island,Y2020,40,217,199
Rhode Island,Y2020,41,214,195
Rhode Island,Y2020,42,211,198
Rhode Island,Y2020,43,192,180
Rhode Island,Y2020,44,202,186
Rhode Island,Y2020,45,226,209
Rhode Island,Y2020,46,229,215
Rhode Island,Y2020,47,210,199
Rhode Island,Y2020,48,220,216
Rhode Island,Y2020,49,151,148
Rhode Island,Y2020,50,68,63
Rhode Island,Y2020,51,31,30
South Carolina,Y2014,1,541,502
South Carolina,Y2014,2,919,859
South Carolina,Y2014,3,949,880
South Carolina,Y2014,4,935,863
South Carolina,Y2014,5,878,819
South Carolina,Y2014,6,879,815
South Carolina,Y2014,7,939,870
South Carolina,Y2014,8,870,804
South Carolina,Y2014,9,872,815
South Carolina,Y2014,10,872,797
South Carolina,Y2014,11,869,804
South Carolina,Y2014,12,832,774
South Carolina,Y2014,13,867,814
South Carolina,Y2014,14,870,803
South Carolina,Y2014,15,854,791
South Carolina,Y2014,16,860,799
South Carolina,Y2014,17,835,768
South Carolina,Y2014,18,831,775
South Carolina,Y2014,19,833,770
South Carolina,Y2014,20,835,766
South Carolina,Y2014,21,809,735
South Carolina,Y2014,22,839,769
South Carolina,Y2014,23,753,675
South Carolina,Y2014,24,810,736
South Carolina,Y2014,25,824,746
South Carolina,Y2014,26,859,793
South Carolina,Y2014,27,766,700
South Carolina,Y2014,28,782,717
South Carolina,Y2014,29,815,747
South Carolina,Y2014,30,792,729
South Carolina,Y2014,31,839,771
South Carolina,Y2014,32,807,743
South Carolina,Y2014,33,767,716
South Carolina,Y2014,34,832,754
South Carolina,Y2014,35,840,763
South Carolina,Y2014,36,803,715
South Carolina,Y2014,37,782,709
South Carolina,Y2014,38,755,689
South Carolina,Y2014,39,830,744
South Carolina,Y2014,40,814,741
South Carolina,Y2014,41,856,773
South Carolina,Y2014,42,809,741
South Carolina,Y2014,43,896,835
South Carolina,Y2014,44,845,764
South Carolina,Y2014,45,949,855
South Carolina,Y2014,46,857,793
South Carolina,Y2014,47,828,766
South Carolina,Y2014,48,910,817
South Carolina,Y2014,49,896,829
South Carolina,Y2014,50,889,816
South Carolina,Y2014,51,956,888
South Carolina,Y2014,52,969,893
South Carolina,Y2014,53,1022,945
South Carolina,Y2015,1,1068,997
South Carolina,Y2015,2,1052,985
South Carolina,Y2015,3,982,906
South Carolina,Y2015,4,928,853
South Carolina,Y2015,5,949,864
South Carolina,Y2015,6,962,885
South Carolina,Y2015,7,988,911
South Carolina,Y2015,8,1047,982
South Carolina,Y2015,9,1023,939
South Carolina,Y2015,10,970,892
South Carolina,Y2015,11,953,851
South Carolina,Y2015,12,863,794
South Carolina,Y2015,13,938,852
South Carolina,Y2015,14,881,803
South Carolina,Y2015,15,829,770
South Carolina,Y2015,16,848,790
South Carolina,Y2015,17,857,794
South Carolina,Y2015,18,901,832
South Carolina,Y2015,19,849,775
South Carolina,Y2015,20,866,784
South Carolina,Y2015,21,817,745
South Carolina,Y2015,22,795,727
South Carolina,Y2015,23,801,730
South Carolina,Y2015,24,864,768
South Carolina,Y2015,25,883,801
South Carolina,Y2015,26,838,763
South Carolina,Y2015,27,856,766
South Carolina,Y2015,28,826,734
South Carolina,Y2015,29,764,679
South Carolina,Y2015,30,823,749
South Carolina,Y2015,31,822,728
South Carolina,Y2015,32,856,780
South Carolina,Y2015,33,823,740
South Carolina,Y2015,34,846,762
South Carolina,Y2015,35,812,734
South Carolina,Y2015,36,790,721
South Carolina,Y2015,37,841,771
South Carolina,Y2015,38,806,731
South Carolina,Y2015,39,858,792
South Carolina,Y2015,40,871,771
South Carolina,Y2015,41,914,826
South Carolina,Y2015,42,896,814
South Carolina,Y2015,43,890,802
South Carolina,Y2015,44,889,804
South Carolina,Y2015,45,840,768
South Carolina,Y2015,46,927,838
South Carolina,Y2015,47,849,774
South Carolina,Y2015,48,879,811
South Carolina,Y2015,49,955,863
South Carolina,Y2015,50,914,833
South Carolina,Y2015,51,971,893
South Carolina,Y2015,52,852,788
South Carolina,Y2016,1,945,874
South Carolina,Y2016,2,991,916
South Carolina,Y2016,3,996,911
South Carolina,Y2016,4,979,899
South Carolina,Y2016,5,925,862
South Carolina,Y2016,6,999,929
South Carolina,Y2016,7,1059,967
South Carolina,Y2016,8,957,887
South Carolina,Y2016,9,973,900
South Carolina,Y2016,10,919,836
South Carolina,Y2016,11,931,834
South Carolina,Y2016,12,866,785
South Carolina,Y2016,13,930,843
South Carolina,Y2016,14,890,797
South Carolina,Y2016,15,891,816
South Carolina,Y2016,16,901,831
South Carolina,Y2016,17,900,830
South Carolina,Y2016,18,791,720
South Carolina,Y2016,19,884,774
South Carolina,Y2016,20,829,756
South Carolina,Y2016,21,879,805
South Carolina,Y2016,22,893,801
South Carolina,Y2016,23,886,791
South Carolina,Y2016,24,854,769
South Carolina,Y2016,25,817,749
South Carolina,Y2016,26,828,755
South Carolina,Y2016,27,937,842
South Carolina,Y2016,28,854,778
South Carolina,Y2016,29,814,724
South Carolina,Y2016,30,856,754
South Carolina,Y2016,31,848,762
South Carolina,Y2016,32,895,818
South Carolina,Y2016,33,813,725
South Carolina,Y2016,34,811,729
South Carolina,Y2016,35,807,732
South Carolina,Y2016,36,919,822
South Carolina,Y2016,37,919,833
South Carolina,Y2016,38,890,819
South Carolina,Y2016,39,884,790
South Carolina,Y2016,40,855,767
South Carolina,Y2016,41,949,852
South Carolina,Y2016,42,822,737
South Carolina,Y2016,43,841,760
South Carolina,Y2016,44,838,767
South Carolina,Y2016,45,926,834
South Carolina,Y2016,46,913,838
South Carolina,Y2016,47,945,863
South Carolina,Y2016,48,985,902
South Carolina,Y2016,49,909,828
South Carolina,Y2016,50,904,829
South Carolina,Y2016,51,1013,929
South Carolina,Y2016,52,1022,945
South Carolina,Y2017,1,966,882
South Carolina,Y2017,2,992,911
South Carolina,Y2017,3,975,880
South Carolina,Y2017,4,969,875
South Carolina,Y2017,5,970,889
South Carolina,Y2017,6,966,875
South Carolina,Y2017,7,986,905
South Carolina,Y2017,8,964,882
South Carolina,Y2017,9,947,855
South Carolina,Y2017,10,973,894
South Carolina,Y2017,11,936,866
South Carolina,Y2017,12,994,921
South Carolina,Y2017,13,955,883
South Carolina,Y2017,14,1000,913
South Carolina,Y2017,15,933,830
South Carolina,Y2017,16,915,828
South Carolina,Y2017,17,916,833
South Carolina,Y2017,18,863,770
South Carolina,Y2017,19,891,782
South Carolina,Y2017,20,923,825
South Carolina,Y2017,21,897,807
South Carolina,Y2017,22,891,797
South Carolina,Y2017,23,922,827
South Carolina,Y2017,24,882,796
South Carolina,Y2017,25,909,817
South Carolina,Y2017,26,926,838
South Carolina,Y2017,27,867,780
South Carolina,Y2017,28,858,779
South Carolina,Y2017,29,890,794
South Carolina,Y2017,30,894,815
South Carolina,Y2017,31,905,835
South Carolina,Y2017,32,868,785
South Carolina,Y2017,33,884,775
South Carolina,Y2017,34,847,779
South Carolina,Y2017,35,894,808
South Carolina,Y2017,36,908,822
South Carolina,Y2017,37,875,784
South Carolina,Y2017,38,885,813
South Carolina,Y2017,39,897,800
South Carolina,Y2017,40,906,820
South Carolina,Y2017,41,876,788
South Carolina,Y2017,42,890,798
South Carolina,Y2017,43,949,874
South Carolina,Y2017,44,967,874
South Carolina,Y2017,45,919,837
South Carolina,Y2017,46,947,885
South Carolina,Y2017,47,948,844
South Carolina,Y2017,48,930,834
South Carolina,Y2017,49,939,864
South Carolina,Y2017,50,976,902
South Carolina,Y2017,51,1077,978
South Carolina,Y2017,52,1010,942
South Carolina,Y2018,1,1048,959
South Carolina,Y2018,2,1128,1024
South Carolina,Y2018,3,1124,1045
South Carolina,Y2018,4,1133,1037
South Carolina,Y2018,5,1155,1067
South Carolina,Y2018,6,1067,981
South Carolina,Y2018,7,1065,971
South Carolina,Y2018,8,958,874
South Carolina,Y2018,9,958,876
South Carolina,Y2018,10,979,893
South Carolina,Y2018,11,996,902
South Carolina,Y2018,12,956,875
South Carolina,Y2018,13,985,910
South Carolina,Y2018,14,927,818
South Carolina,Y2018,15,1001,897
South Carolina,Y2018,16,934,822
South Carolina,Y2018,17,899,816
South Carolina,Y2018,18,919,816
South Carolina,Y2018,19,878,778
South Carolina,Y2018,20,926,846
South Carolina,Y2018,21,891,809
South Carolina,Y2018,22,917,814
South Carolina,Y2018,23,882,806
South Carolina,Y2018,24,834,758
South Carolina,Y2018,25,905,803
South Carolina,Y2018,26,858,766
South Carolina,Y2018,27,849,770
South Carolina,Y2018,28,886,806
South Carolina,Y2018,29,889,798
South Carolina,Y2018,30,902,809
South Carolina,Y2018,31,921,829
South Carolina,Y2018,32,965,854
South Carolina,Y2018,33,903,796
South Carolina,Y2018,34,819,745
South Carolina,Y2018,35,910,821
South Carolina,Y2018,36,844,762
South Carolina,Y2018,37,922,836
South Carolina,Y2018,38,906,809
South Carolina,Y2018,39,941,859
South Carolina,Y2018,40,915,822
South Carolina,Y2018,41,889,804
South Carolina,Y2018,42,936,824
South Carolina,Y2018,43,905,812
South Carolina,Y2018,44,944,851
South Carolina,Y2018,45,955,866
South Carolina,Y2018,46,986,914
South Carolina,Y2018,47,930,839
South Carolina,Y2018,48,1010,919
South Carolina,Y2018,49,950,853
South Carolina,Y2018,50,1057,962
South Carolina,Y2018,51,1007,916
South Carolina,Y2018,52,967,878
South Carolina,Y2019,1,991,887
South Carolina,Y2019,2,999,910
South Carolina,Y2019,3,1034,945
South Carolina,Y2019,4,1034,925
South Carolina,Y2019,5,1015,907
South Carolina,Y2019,6,1037,937
South Carolina,Y2019,7,1000,922
South Carolina,Y2019,8,1035,960
South Carolina,Y2019,9,937,855
South Carolina,Y2019,10,1005,913
South Carolina,Y2019,11,1005,916
South Carolina,Y2019,12,1044,947
South Carolina,Y2019,13,932,848
South Carolina,Y2019,14,983,901
South Carolina,Y2019,15,925,831
South Carolina,Y2019,16,889,806
South Carolina,Y2019,17,937,859
South Carolina,Y2019,18,973,888
South Carolina,Y2019,19,938,844
South Carolina,Y2019,20,996,901
South Carolina,Y2019,21,968,857
South Carolina,Y2019,22,937,841
South Carolina,Y2019,23,920,845
South Carolina,Y2019,24,964,871
South Carolina,Y2019,25,959,873
South Carolina,Y2019,26,889,818
South Carolina,Y2019,27,936,841
South Carolina,Y2019,28,855,773
South Carolina,Y2019,29,916,805
South Carolina,Y2019,30,910,808
South Carolina,Y2019,31,864,775
South Carolina,Y2019,32,961,857
South Carolina,Y2019,33,885,800
South Carolina,Y2019,34,911,825
South Carolina,Y2019,35,901,818
South Carolina,Y2019,36,930,820
South Carolina,Y2019,37,902,803
South Carolina,Y2019,38,921,829
South Carolina,Y2019,39,938,833
South Carolina,Y2019,40,940,836
South Carolina,Y2019,41,901,810
South Carolina,Y2019,42,891,803
South Carolina,Y2019,43,970,880
South Carolina,Y2019,44,953,855
South Carolina,Y2019,45,933,842
South Carolina,Y2019,46,947,859
South Carolina,Y2019,47,963,869
South Carolina,Y2019,48,1010,902
South Carolina,Y2019,49,1052,962
South Carolina,Y2019,50,1048,959
South Carolina,Y2019,51,1039,944
South Carolina,Y2019,52,1022,933
South Carolina,Y2020,1,1085,995
South Carolina,Y2020,2,1080,985
South Carolina,Y2020,3,1048,951
South Carolina,Y2020,4,1033,929
South Carolina,Y2020,5,1032,942
South Carolina,Y2020,6,1096,996
South Carolina,Y2020,7,1003,907
South Carolina,Y2020,8,1035,946
South Carolina,Y2020,9,1044,955
South Carolina,Y2020,10,1133,1019
South Carolina,Y2020,11,1103,1013
South Carolina,Y2020,12,1067,969
South Carolina,Y2020,13,1038,945
South Carolina,Y2020,14,1048,952
South Carolina,Y2020,15,1138,1029
South Carolina,Y2020,16,1049,938
South Carolina,Y2020,17,1023,925
South Carolina,Y2020,18,1032,927
South Carolina,Y2020,19,1060,952
South Carolina,Y2020,20,1109,993
South Carolina,Y2020,21,1045,917
South Carolina,Y2020,22,1048,926
South Carolina,Y2020,23,1037,926
South Carolina,Y2020,24,1078,949
South Carolina,Y2020,25,1052,929
South Carolina,Y2020,26,1099,986
South Carolina,Y2020,27,1196,1067
South Carolina,Y2020,28,1217,1096
South Carolina,Y2020,29,1332,1212
South Carolina,Y2020,30,1352,1259
South Carolina,Y2020,31,1328,1207
South Carolina,Y2020,32,1367,1261
South Carolina,Y2020,33,1317,1220
South Carolina,Y2020,34,1179,1079
South Carolina,Y2020,35,1237,1130
South Carolina,Y2020,36,1242,1122
South Carolina,Y2020,37,1187,1056
South Carolina,Y2020,38,1141,1045
South Carolina,Y2020,39,1152,1049
South Carolina,Y2020,40,1139,1049
South Carolina,Y2020,41,1132,1049
South Carolina,Y2020,42,1059,985
South Carolina,Y2020,43,1143,1066
South Carolina,Y2020,44,1213,1122
South Carolina,Y2020,45,1167,1084
South Carolina,Y2020,46,1052,986
South Carolina,Y2020,47,683,634
South Carolina,Y2020,48,800,756
South Carolina,Y2020,49,1217,1151
South Carolina,Y2020,50,946,901
South Carolina,Y2020,51,663,632
South Dakota,Y2014,1,94,88
South Dakota,Y2014,2,153,141
South Dakota,Y2014,3,150,140
South Dakota,Y2014,4,154,141
South Dakota,Y2014,5,169,156
South Dakota,Y2014,6,160,144
South Dakota,Y2014,7,163,149
South Dakota,Y2014,8,144,127
South Dakota,Y2014,9,147,139
South Dakota,Y2014,10,149,138
South Dakota,Y2014,11,150,137
South Dakota,Y2014,12,154,140
South Dakota,Y2014,13,153,144
South Dakota,Y2014,14,153,141
South Dakota,Y2014,15,162,143
South Dakota,Y2014,16,151,133
South Dakota,Y2014,17,137,126
South Dakota,Y2014,18,140,122
South Dakota,Y2014,19,145,133
South Dakota,Y2014,20,119,113
South Dakota,Y2014,21,144,132
South Dakota,Y2014,22,128,122
South Dakota,Y2014,23,100,95
South Dakota,Y2014,24,139,129
South Dakota,Y2014,25,127,112
South Dakota,Y2014,26,134,121
South Dakota,Y2014,27,125,105
South Dakota,Y2014,28,146,130
South Dakota,Y2014,29,143,126
South Dakota,Y2014,30,140,131
South Dakota,Y2014,31,135,118
South Dakota,Y2014,32,120,104
South Dakota,Y2014,33,164,143
South Dakota,Y2014,34,144,132
South Dakota,Y2014,35,140,126
South Dakota,Y2014,36,130,109
South Dakota,Y2014,37,143,126
South Dakota,Y2014,38,150,141
South Dakota,Y2014,39,146,138
South Dakota,Y2014,40,144,128
South Dakota,Y2014,41,148,138
South Dakota,Y2014,42,157,145
South Dakota,Y2014,43,166,152
South Dakota,Y2014,44,143,131
South Dakota,Y2014,45,140,127
South Dakota,Y2014,46,133,123
South Dakota,Y2014,47,179,168
South Dakota,Y2014,48,151,139
South Dakota,Y2014,49,166,154
South Dakota,Y2014,50,160,153
South Dakota,Y2014,51,158,145
South Dakota,Y2014,52,160,143
South Dakota,Y2014,53,172,164
South Dakota,Y2015,1,182,171
South Dakota,Y2015,2,173,160
South Dakota,Y2015,3,143,130
South Dakota,Y2015,4,180,164
South Dakota,Y2015,5,132,122
South Dakota,Y2015,6,129,116
South Dakota,Y2015,7,179,167
South Dakota,Y2015,8,161,154
South Dakota,Y2015,9,165,155
South Dakota,Y2015,10,174,162
South Dakota,Y2015,11,150,139
South Dakota,Y2015,12,162,148
South Dakota,Y2015,13,139,132
South Dakota,Y2015,14,157,141
South Dakota,Y2015,15,159,152
South Dakota,Y2015,16,161,148
South Dakota,Y2015,17,132,122
South Dakota,Y2015,18,149,137
South Dakota,Y2015,19,143,131
South Dakota,Y2015,20,130,116
South Dakota,Y2015,21,140,117
South Dakota,Y2015,22,134,119
South Dakota,Y2015,23,143,127
South Dakota,Y2015,24,139,124
South Dakota,Y2015,25,155,141
South Dakota,Y2015,26,148,127
South Dakota,Y2015,27,139,122
South Dakota,Y2015,28,169,144
South Dakota,Y2015,29,145,133
South Dakota,Y2015,30,147,135
South Dakota,Y2015,31,140,119
South Dakota,Y2015,32,127,109
South Dakota,Y2015,33,140,120
South Dakota,Y2015,34,162,143
South Dakota,Y2015,35,149,133
South Dakota,Y2015,36,128,115
South Dakota,Y2015,37,147,129
South Dakota,Y2015,38,172,157
South Dakota,Y2015,39,162,137
South Dakota,Y2015,40,141,126
South Dakota,Y2015,41,168,158
South Dakota,Y2015,42,154,141
South Dakota,Y2015,43,152,139
South Dakota,Y2015,44,134,117
South Dakota,Y2015,45,137,123
South Dakota,Y2015,46,149,138
South Dakota,Y2015,47,150,136
South Dakota,Y2015,48,164,149
South Dakota,Y2015,49,171,158
South Dakota,Y2015,50,163,143
South Dakota,Y2015,51,129,116
South Dakota,Y2015,52,171,161
South Dakota,Y2016,1,148,131
South Dakota,Y2016,2,138,134
South Dakota,Y2016,3,145,134
South Dakota,Y2016,4,153,143
South Dakota,Y2016,5,148,133
South Dakota,Y2016,6,156,139
South Dakota,Y2016,7,147,135
South Dakota,Y2016,8,150,134
South Dakota,Y2016,9,141,128
South Dakota,Y2016,10,148,141
South Dakota,Y2016,11,150,144
South Dakota,Y2016,12,184,171
South Dakota,Y2016,13,151,141
South Dakota,Y2016,14,179,161
South Dakota,Y2016,15,177,160
South Dakota,Y2016,16,155,141
South Dakota,Y2016,17,144,130
South Dakota,Y2016,18,143,127
South Dakota,Y2016,19,145,129
South Dakota,Y2016,20,166,152
South Dakota,Y2016,21,131,121
South Dakota,Y2016,22,118,105
South Dakota,Y2016,23,137,120
South Dakota,Y2016,24,158,142
South Dakota,Y2016,25,164,154
South Dakota,Y2016,26,131,123
South Dakota,Y2016,27,132,118
South Dakota,Y2016,28,159,147
South Dakota,Y2016,29,139,116
South Dakota,Y2016,30,158,145
South Dakota,Y2016,31,156,138
South Dakota,Y2016,32,150,135
South Dakota,Y2016,33,116,107
South Dakota,Y2016,34,150,135
South Dakota,Y2016,35,146,126
South Dakota,Y2016,36,148,125
South Dakota,Y2016,37,158,148
South Dakota,Y2016,38,122,113
South Dakota,Y2016,39,141,128
South Dakota,Y2016,40,161,144
South Dakota,Y2016,41,156,140
South Dakota,Y2016,42,144,135
South Dakota,Y2016,43,176,152
South Dakota,Y2016,44,143,135
South Dakota,Y2016,45,185,166
South Dakota,Y2016,46,154,138
South Dakota,Y2016,47,153,133
South Dakota,Y2016,48,160,145
South Dakota,Y2016,49,166,154
South Dakota,Y2016,50,183,170
South Dakota,Y2016,51,159,147
South Dakota,Y2016,52,168,150
South Dakota,Y2017,1,170,153
South Dakota,Y2017,2,180,166
South Dakota,Y2017,3,158,140
South Dakota,Y2017,4,175,157
South Dakota,Y2017,5,181,169
South Dakota,Y2017,6,196,185
South Dakota,Y2017,7,162,154
South Dakota,Y2017,8,175,159
South Dakota,Y2017,9,165,154
South Dakota,Y2017,10,162,146
South Dakota,Y2017,11,170,162
South Dakota,Y2017,12,165,154
South Dakota,Y2017,13,181,161
South Dakota,Y2017,14,163,149
South Dakota,Y2017,15,167,150
South Dakota,Y2017,16,145,130
South Dakota,Y2017,17,140,127
South Dakota,Y2017,18,156,140
South Dakota,Y2017,19,164,149
South Dakota,Y2017,20,130,120
South Dakota,Y2017,21,138,116
South Dakota,Y2017,22,159,141
South Dakota,Y2017,23,162,145
South Dakota,Y2017,24,135,121
South Dakota,Y2017,25,138,127
South Dakota,Y2017,26,153,141
South Dakota,Y2017,27,158,131
South Dakota,Y2017,28,129,117
South Dakota,Y2017,29,128,115
South Dakota,Y2017,30,146,124
South Dakota,Y2017,31,126,116
South Dakota,Y2017,32,167,140
South Dakota,Y2017,33,137,126
South Dakota,Y2017,34,139,123
South Dakota,Y2017,35,145,124
South Dakota,Y2017,36,117,108
South Dakota,Y2017,37,139,125
South Dakota,Y2017,38,159,146
South Dakota,Y2017,39,145,125
South Dakota,Y2017,40,172,153
South Dakota,Y2017,41,177,161
South Dakota,Y2017,42,159,142
South Dakota,Y2017,43,165,151
South Dakota,Y2017,44,171,147
South Dakota,Y2017,45,159,138
South Dakota,Y2017,46,143,125
South Dakota,Y2017,47,173,152
South Dakota,Y2017,48,166,152
South Dakota,Y2017,49,154,140
South Dakota,Y2017,50,144,137
South Dakota,Y2017,51,171,157
South Dakota,Y2017,52,135,123
South Dakota,Y2018,1,164,148
South Dakota,Y2018,2,156,140
South Dakota,Y2018,3,174,163
South Dakota,Y2018,4,194,180
South Dakota,Y2018,5,152,139
South Dakota,Y2018,6,158,137
South Dakota,Y2018,7,153,148
South Dakota,Y2018,8,167,158
South Dakota,Y2018,9,187,174
South Dakota,Y2018,10,183,166
South Dakota,Y2018,11,157,143
South Dakota,Y2018,12,143,129
South Dakota,Y2018,13,148,138
South Dakota,Y2018,14,150,139
South Dakota,Y2018,15,158,149
South Dakota,Y2018,16,147,140
South Dakota,Y2018,17,144,131
South Dakota,Y2018,18,153,142
South Dakota,Y2018,19,137,127
South Dakota,Y2018,20,154,137
South Dakota,Y2018,21,147,133
